id,target
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",1
"tensor([2691, 2707, 2740, 2748, 2756, 2785, 2797, 2838, 2854, 2866, 2875, 2888,
        2898, 2910, 2921, 2942, 2956, 2963, 2973, 2993, 2998, 3030, 3056, 3066,
        3100, 3104, 3116, 3144, 3147, 3150, 3161, 3181], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",1
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3199, 3200, 3221, 3241, 3256, 3265, 3270, 3274, 3277, 3297, 3304, 3308,
        3363, 3370, 3376, 3377, 3394, 3403, 3417, 3439, 3446, 3455, 3478, 3518,
        3532, 3537, 3550, 3570, 3591, 3597, 3604, 3609], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",1
"tensor([3626, 3645, 3655, 3657, 3684, 3689, 3690, 3692, 3717, 3719, 3724, 3741,
        3743, 3754, 3765, 3770, 3778, 3787, 3803, 3805, 3833, 3839, 3858, 3875,
        3889, 3896, 3897, 3916, 3927, 3949, 3977, 3984], device='cuda:0')",0
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",1
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",1
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",0
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",0
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",1
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",1
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",1
"tensor([3989, 4010, 4039, 4041, 4049, 4054, 4064, 4087, 4088, 4123, 4128, 4171,
        4175, 4189, 4227, 4233, 4237, 4243, 4257, 4268, 4301, 4321, 4325, 4332,
        4350, 4362, 4363, 4365, 4387, 4401, 4402, 4411], device='cuda:0')",1
